Name,Weapon Name,Affinity,Weapon Type,Icon,Physical Damage Type,Caption,Passive Effect 1,Passive Effect 2,Hidden Effect,Default Weapon Skill,Default Weapon Skill FP Cost,Weight,Sell Price,Upgrade Price,Attack Power (Critical),Required (Str),Required (Dex),Required (Int),Required (Fai),Required (Arc),Physical Damage (Standard),Physical Damage (Strike),Physical Damage (Slash),Physical Damage (Pierce),Infusable,Can Enchant,Achievement,Obtainable,ID,Weapon Group ID,Weapon ID,Affinity ID,Weapon Moveset Category,Magic Effect Category,SpEffect ID,Icon ID,Model ID,Reinforce Type ID,Behavior Variation ID,Sort Group Type ID,Sort Group ID,Sort ID
Cold Uchigatana,Uchigatana,Cold,Katana,,Slash/Pierce,"A katana with a long single-edged curved blade.
A unique weapon wielded by the samurai from the Land of Reeds.

The blade, with its undulating design, boasts extraordinary sharpness, and its slash attacks cause blood loss.",Causes frost buildup (),Causes blood loss buildup (),-,Unsheathe,0,5.5,100,310,100,11,15,0,0,0,No,No,Yes,Yes,Yes,No,No,Yes,9000900,9,00,0900,29,-,-1,10320,550,900,900,1,90,1800011
Occult Uchigatana,Uchigatana,Occult,Katana,,Slash/Pierce,"A katana with a long single-edged curved blade.
A unique weapon wielded by the samurai from the Land of Reeds.

The blade, with its undulating design, boasts extraordinary sharpness, and its slash attacks cause blood loss.",Causes blood loss buildup (),-,-,Unsheathe,0,5.5,100,310,100,11,15,0,0,0,No,No,Yes,Yes,Yes,No,No,Yes,9001200,9,00,1200,29,-,-1,10320,550,1200,900,1,90,1800012
Nagakiba,Nagakiba,Standard,Katana,,Slash/Pierce,"Katana with a ferociously long blade.
Signature weapon of Yura, hunter of Bloody Fingers.

Reminiscent of a reinforced spear, its imposing length can be put to good use with powerful thrusting attacks.",Causes blood loss buildup (),-,-,Unsheathe,0,7,100,380,100,18,22,0,0,0,No,No,Yes,Yes,Yes,Yes,No,Yes,9010000,9,01,0000,29,-,-1,10321,551,0,904,1,90,1801000
Heavy Nagakiba,Nagakiba,Heavy,Katana,,Slash/Pierce,"Katana with a ferociously long blade.
Signature weapon of Yura, hunter of Bloody Fingers.

Reminiscent of a reinforced spear, its imposing length can be put to good use with powerful thrusting attacks.",Causes blood loss buildup (),-,-,Unsheathe,0,7,100,380,100,18,22,0,0,0,No,No,Yes,Yes,Yes,Yes,No,Yes,9010100,9,01,0100,29,-,-1,10321,551,100,904,1,90,1801001
Keen Nagakiba,Nagakiba,Keen,Katana,,Slash/Pierce,"Katana with a ferociously long blade.
Signature weapon of Yura, hunter of Bloody Fingers.

Reminiscent of a reinforced spear, its imposing length can be put to good use with powerful thrusting attacks.",Causes blood loss buildup (),-,-,Unsheathe,0,7,100,380,100,18,22,0,0,0,No,No,Yes,Yes,Yes,Yes,No,Yes,9010200,9,01,0200,29,-,-1,10321,551,5000,904,1,90,1801002
Quality Nagakiba,Nagakiba,Quality,Katana,,Slash/Pierce,"Katana with a ferociously long blade.
Signature weapon of Yura, hunter of Bloody Fingers.

Reminiscent of a reinforced spear, its imposing length can be put to good use with powerful thrusting attacks.",Causes blood loss buildup (),-,-,Unsheathe,0,7,100,380,100,18,22,0,0,0,No,No,Yes,Yes,Yes,Yes,No,Yes,9010300,9,01,0300,29,-,-1,10321,551,300,904,1,90,1801003
Magic Nagakiba,Nagakiba,Magic,Katana,,Slash/Pierce,"Katana with a ferociously long blade.
Signature weapon of Yura, hunter of Bloody Fingers.

Reminiscent of a reinforced spear, its imposing length can be put to good use with powerful thrusting attacks.",Causes blood loss buildup (),-,-,Unsheathe,0,7,100,380,100,18,22,0,0,0,No,No,Yes,Yes,Yes,No,No,Yes,9010800,9,01,0800,29,-,-1,10321,551,800,904,1,90,1801004
Fire Nagakiba,Nagakiba,Fire,Katana,,Slash/Pierce,"Katana with a ferociously long blade.
Signature weapon of Yura, hunter of Bloody Fingers.

Reminiscent of a reinforced spear, its imposing length can be put to good use with powerful thrusting attacks.",Causes blood loss buildup (),-,-,Unsheathe,0,7,100,380,100,18,22,0,0,0,No,No,Yes,Yes,Yes,No,No,Yes,9010400,9,01,0400,29,-,-1,10321,551,400,904,1,90,1801005
Flame Art Nagakiba,Nagakiba,Flame Art,Katana,,Slash/Pierce,"Katana with a ferociously long blade.
Signature weapon of Yura, hunter of Bloody Fingers.

Reminiscent of a reinforced spear, its imposing length can be put to good use with powerful thrusting attacks.",Causes blood loss buildup (),-,-,Unsheathe,0,7,100,380,100,18,22,0,0,0,No,No,Yes,Yes,Yes,No,No,Yes,9010500,9,01,0500,29,-,-1,10321,551,500,904,1,90,1801006
Lightning Nagakiba,Nagakiba,Lightning,Katana,,Slash/Pierce,"Katana with a ferociously long blade.
Signature weapon of Yura, hunter of Bloody Fingers.

Reminiscent of a reinforced spear, its imposing length can be put to good use with powerful thrusting attacks.",Causes blood loss buildup (),-,-,Unsheathe,0,7,100,380,100,18,22,0,0,0,No,No,Yes,Yes,Yes,No,No,Yes,9010600,9,01,0600,29,-,-1,10321,551,600,904,1,90,1801007
Sacred Nagakiba,Nagakiba,Sacred,Katana,,Slash/Pierce,"Katana with a ferociously long blade.
Signature weapon of Yura, hunter of Bloody Fingers.

Reminiscent of a reinforced spear, its imposing length can be put to good use with powerful thrusting attacks.",Causes blood loss buildup (),-,-,Unsheathe,0,7,100,380,100,18,22,0,0,0,No,No,Yes,Yes,Yes,No,No,Yes,9010700,9,01,0700,29,-,-1,10321,551,700,904,1,90,1801008
Poison Nagakiba,Nagakiba,Poison,Katana,,Slash/Pierce,"Katana with a ferociously long blade.
Signature weapon of Yura, hunter of Bloody Fingers.

Reminiscent of a reinforced spear, its imposing length can be put to good use with powerful thrusting attacks.",Causes poison buildup (),Causes blood loss buildup (),-,Unsheathe,0,7,100,380,100,18,22,0,0,0,No,No,Yes,Yes,Yes,No,No,Yes,9011000,9,01,1000,29,-,-1,10321,551,1000,904,1,90,1801009
Blood Nagakiba,Nagakiba,Blood,Katana,,Slash/Pierce,"Katana with a ferociously long blade.
Signature weapon of Yura, hunter of Bloody Fingers.

Reminiscent of a reinforced spear, its imposing length can be put to good use with powerful thrusting attacks.",Causes blood loss buildup (),-,-,Unsheathe,0,7,100,380,100,18,22,0,0,0,No,No,Yes,Yes,Yes,No,No,Yes,9011100,9,01,1100,29,-,-1,10321,551,1100,904,1,90,1801010
Cold Nagakiba,Nagakiba,Cold,Katana,,Slash/Pierce,"Katana with a ferociously long blade.
Signature weapon of Yura, hunter of Bloody Fingers.

Reminiscent of a reinforced spear, its imposing length can be put to good use with powerful thrusting attacks.",Causes frost buildup (),Causes blood loss buildup (),-,Unsheathe,0,7,100,380,100,18,22,0,0,0,No,No,Yes,Yes,Yes,No,No,Yes,9010900,9,01,0900,29,-,-1,10321,551,900,904,1,90,1801011
Occult Nagakiba,Nagakiba,Occult,Katana,,Slash/Pierce,"Katana with a ferociously long blade.
Signature weapon of Yura, hunter of Bloody Fingers.

Reminiscent of a reinforced spear, its imposing length can be put to good use with powerful thrusting attacks.",Causes blood loss buildup (),-,-,Unsheathe,0,7,100,380,100,18,22,0,0,0,No,No,Yes,Yes,Yes,No,No,Yes,9011200,9,01,1200,29,-,-1,10321,551,1200,904,1,90,1801012
Serpentbone Blade,Serpentbone Blade,Standard,Katana,,Slash/Pierce,"Sinister katana modeled after a serpent bone.

The densely packed row of spines that jut away from the cutting edge are coated in a lethal poison.",Causes poison buildup (),-,-,Double Slash,6,6,200,350,100,11,22,0,0,0,No,No,Yes,Yes,Yes,No,No,Yes,9080000,9,08,0000,29,-,-1,10328,557,0,901,1,90,1802000
Meteoric Ore Blade,Meteoric Ore Blade,-,Katana,,Slash/Pierce,"Katana forged from meteoric ore to dispatch lifeforms born of falling stars.
Deals magic damage.

The blade is weighty, known to deliver slashes of such ferocity that the impact is said to resemble the crash of a falling meteor.",Causes blood loss buildup (),-,-,Gravitas,13,7.5,500,320,100,15,14,18,0,0,No,No,Yes,Yes,No,No,No,Yes,9030000,9,03,0000,29,-,-1,10323,553,2200,903,1,90,1803000
Moonveil,Moonveil,-,Katana,,Slash/Pierce,"Katana forged of glintstone.
Masterpiece of a Sellian swordsmith.

Light enwreathes the blade when sheathed, explaining its Moonveil moniker.",Causes blood loss buildup (),-,-,Transient Moonlight,0,6.5,500,360,100,12,18,23,0,0,No,No,Yes,Yes,No,No,No,Yes,9060000,9,06,0000,29,-,-1,10326,556,2200,905,1,90,1804000
Rivers of Blood,Rivers of Blood,-,Katana,,Slash/Pierce,"Weapon of Okina, swordsman from the Land of Reeds.
A cursed weapon that has felled countless men.

When Mohg, the Lord of Blood, first felt Okina's sword, and madness, upon his flesh, he had a proposal, to offer Okina the life of a demon, whose thirst would never go unsated.",Causes blood loss buildup (),-,-,Corpse Piler,17,6.5,500,360,100,12,18,0,0,20,No,No,Yes,Yes,No,No,No,Yes,9040000,9,04,0000,29,-,-1,10324,554,2200,906,1,90,1805000
Dragonscale Blade,Dragonscale Blade,-,Katana,,Slash/Pierce,"A weapon made by sharpening a Gravel Stone scale, thought to be the source of ancient dragon immortality, into an unclouded blade.

Alas, the Dragonkin Soldiers never attained immortality, and perished as decrepit, pale imitations of their skyborn kin.",-,-,-,Ice Lightning Sword,25,5.5,500,310,100,12,20,0,0,0,No,No,Yes,Yes,No,No,No,Yes,9070000,9,07,0000,29,-,-1,10327,558,2200,910,1,90,1806000
Hand of Malenia,Hand of Malenia,-,Katana,,Slash/Pierce,"Blade built into Malenia's prosthetic arm.
Through consecration it is resistant to rot.

Malenia's war prosthesis symbolized her victories.
Some claim to have seen wings when the weapon was raised aloft; wings of fierce determination that have never known defeat.",Causes blood loss buildup (),-,-,Waterfowl Dance,12,7,1000,380,100,16,48,0,0,0,No,No,Yes,Yes,No,No,No,Yes,9020000,9,02,0000,29,-,-1,10322,552,2200,902,1,90,1807000
Heavy Serpentbone Blade,Serpentbone Blade,Heavy,Katana,,Slash/Pierce,,Causes poison buildup (),-,-,Double Slash,6,6,100,350,100,11,22,0,0,0,No,No,Yes,Yes,,Yes,,No,9080100,9,08,0100,29,,,10328,,100,901,,,
Keen Serpentbone Blade,Serpentbone Blade,Keen,Katana,,Slash/Pierce,,Causes poison buildup (),-,-,Double Slash,6,6,100,350,100,11,22,0,0,0,No,No,Yes,Yes,,Yes,,No,9080200,9,08,0200,29,,,10328,,5000,901,,,
Quality Serpentbone Blade,Serpentbone Blade,Quality,Katana,,Slash/Pierce,,Causes poison buildup (),-,-,Double Slash,6,6,100,350,100,11,22,0,0,0,No,No,Yes,Yes,,Yes,,No,9080300,9,08,0300,29,,,10328,,300,901,,,
Fire Serpentbone Blade,Serpentbone Blade,Fire,Katana,,Slash/Pierce,,Causes poison buildup (),-,-,Double Slash,6,6,100,350,100,11,22,0,0,0,No,No,Yes,Yes,,No,,No,9080400,9,08,0400,29,,,10328,,400,901,,,
Flame Art Serpentbone Blade,Serpentbone Blade,Flame Art,Katana,,Slash/Pierce,,Causes poison buildup (),-,-,Double Slash,6,6,100,350,100,11,22,0,0,0,No,No,Yes,Yes,,No,,No,9080500,9,08,0500,29,,,10328,,500,901,,,
Lightning Serpentbone Blade,Serpentbone Blade,Lightning,Katana,,Slash/Pierce,,Causes poison buildup (),-,-,Double Slash,6,6,100,350,100,11,22,0,0,0,No,No,Yes,Yes,,No,,No,9080600,9,08,0600,29,,,10328,,600,901,,,
Sacred Serpentbone Blade,Serpentbone Blade,Sacred,Katana,,Slash/Pierce,,Causes poison buildup (),-,-,Double Slash,6,6,100,350,100,11,22,0,0,0,No,No,Yes,Yes,,No,,No,9080700,9,08,0700,29,,,10328,,700,901,,,
Magic Serpentbone Blade,Serpentbone Blade,Magic,Katana,,Slash/Pierce,,Causes poison buildup (),-,-,Double Slash,6,6,100,350,100,11,22,0,0,0,No,No,Yes,Yes,,No,,No,9080800,9,08,0800,29,,,10328,,800,901,,,
Cold Serpentbone Blade,Serpentbone Blade,Cold,Katana,,Slash/Pierce,,Causes frost buildup (),Causes poison buildup (),-,Double Slash,6,6,100,350,100,11,22,0,0,0,No,No,Yes,Yes,,No,,No,9080900,9,08,0900,29,,,10328,,900,901,,,
Poison Serpentbone Blade,Serpentbone Blade,Poison,Katana,,Slash/Pierce,,Causes poison buildup (),-,-,Double Slash,6,6,100,350,100,11,22,0,0,0,No,No,Yes,Yes,,No,,No,9081000,9,08,1000,29,,,10328,,1000,901,,,
Blood Serpentbone Blade,Serpentbone Blade,Blood,Katana,,Slash/Pierce,,Causes blood loss buildup (),Causes poison buildup (),-,Double Slash,6,6,100,350,100,11,22,0,0,0,No,No,Yes,Yes,,No,,No,9081100,9,08,1100,29,,,10328,,1100,901,,,
Occult Serpentbone Blade,Serpentbone Blade,Occult,Katana,,Slash/Pierce,,Causes poison buildup (),-,-,Double Slash,6,6,100,350,100,11,22,0,0,0,No,No,Yes,Yes,,No,,No,9081200,9,08,1200,29,,,10328,,1200,901,,,
Twinblade,Twinblade,Standard,Twinblade,,Standard/Pierce,"A sword with blades on both sides of the hilt.
This weapon is difficult to wield and demands high dexterity.

Can be wielded with a single hand, but its true strength is unlocked with dual-handed spinning attacks.",-,-,-,Spinning Slash,6,7,100,570,100,10,18,0,0,0,Yes,No,No,Yes,Yes,Yes,No,Yes,10000000,10,00,0000,24,-,-1,10360,1100,0,1000,1,100,1900000
Heavy Twinblade,Twinblade,Heavy,Twinblade,,Standard/Pierce,"A sword with blades on both sides of the hilt.
This weapon is difficult to wield and demands high dexterity.

Can be wielded with a single hand, but its true strength is unlocked with dual-handed spinning attacks.",-,-,-,Spinning Slash,6,7,100,570,100,10,18,0,0,0,Yes,No,No,Yes,Yes,Yes,No,Yes,10000100,10,00,0100,24,-,-1,10360,1100,100,1000,1,100,1900001
Keen Twinblade,Twinblade,Keen,Twinblade,,Standard/Pierce,"A sword with blades on both sides of the hilt.
This weapon is difficult to wield and demands high dexterity.

Can be wielded with a single hand, but its true strength is unlocked with dual-handed spinning attacks.",-,-,-,Spinning Slash,6,7,100,570,100,10,18,0,0,0,Yes,No,No,Yes,Yes,Yes,No,Yes,10000200,10,00,0200,24,-,-1,10360,1100,200,1000,1,100,1900002
Quality Twinblade,Twinblade,Quality,Twinblade,,Standard/Pierce,"A sword with blades on both sides of the hilt.
This weapon is difficult to wield and demands high dexterity.

Can be wielded with a single hand, but its true strength is unlocked with dual-handed spinning attacks.",-,-,-,Spinning Slash,6,7,100,570,100,10,18,0,0,0,Yes,No,No,Yes,Yes,Yes,No,Yes,10000300,10,00,0300,24,-,-1,10360,1100,300,1000,1,100,1900003
Magic Twinblade,Twinblade,Magic,Twinblade,,Standard/Pierce,"A sword with blades on both sides of the hilt.
This weapon is difficult to wield and demands high dexterity.

Can be wielded with a single hand, but its true strength is unlocked with dual-handed spinning attacks.",-,-,-,Spinning Slash,6,7,100,570,100,10,18,0,0,0,Yes,No,No,Yes,Yes,No,No,Yes,10000800,10,00,0800,24,-,-1,10360,1100,800,1000,1,100,1900004
Fire Twinblade,Twinblade,Fire,Twinblade,,Standard/Pierce,"A sword with blades on both sides of the hilt.
This weapon is difficult to wield and demands high dexterity.

Can be wielded with a single hand, but its true strength is unlocked with dual-handed spinning attacks.",-,-,-,Spinning Slash,6,7,100,570,100,10,18,0,0,0,Yes,No,No,Yes,Yes,No,No,Yes,10000400,10,00,0400,24,-,-1,10360,1100,400,1000,1,100,1900005
Flame Art Twinblade,Twinblade,Flame Art,Twinblade,,Standard/Pierce,"A sword with blades on both sides of the hilt.
This weapon is difficult to wield and demands high dexterity.

Can be wielded with a single hand, but its true strength is unlocked with dual-handed spinning attacks.",-,-,-,Spinning Slash,6,7,100,570,100,10,18,0,0,0,Yes,No,No,Yes,Yes,No,No,Yes,10000500,10,00,0500,24,-,-1,10360,1100,500,1000,1,100,1900006
Lightning Twinblade,Twinblade,Lightning,Twinblade,,Standard/Pierce,"A sword with blades on both sides of the hilt.
This weapon is difficult to wield and demands high dexterity.

Can be wielded with a single hand, but its true strength is unlocked with dual-handed spinning attacks.",-,-,-,Spinning Slash,6,7,100,570,100,10,18,0,0,0,Yes,No,No,Yes,Yes,No,No,Yes,10000600,10,00,0600,24,-,-1,10360,1100,600,1000,1,100,1900007
Sacred Twinblade,Twinblade,Sacred,Twinblade,,Standard/Pierce,"A sword with blades on both sides of the hilt.
This weapon is difficult to wield and demands high dexterity.

Can be wielded with a single hand, but its true strength is unlocked with dual-handed spinning attacks.",-,-,-,Spinning Slash,6,7,100,570,100,10,18,0,0,0,Yes,No,No,Yes,Yes,No,No,Yes,10000700,10,00,0700,24,-,-1,10360,1100,700,1000,1,100,1900008
Poison Twinblade,Twinblade,Poison,Twinblade,,Standard/Pierce,"A sword with blades on both sides of the hilt.
This weapon is difficult to wield and demands high dexterity.

Can be wielded with a single hand, but its true strength is unlocked with dual-handed spinning attacks.",Causes poison buildup (),-,-,Spinning Slash,6,7,100,570,100,10,18,0,0,0,Yes,No,No,Yes,Yes,No,No,Yes,10001000,10,00,1000,24,-,-1,10360,1100,1000,1000,1,100,1900009
Bloody Twinblade,Twinblade,Blood,Twinblade,,Standard/Pierce,"A sword with blades on both sides of the hilt.
This weapon is difficult to wield and demands high dexterity.

Can be wielded with a single hand, but its true strength is unlocked with dual-handed spinning attacks.",Causes blood loss buildup (),-,-,Spinning Slash,6,7,100,570,100,10,18,0,0,0,Yes,No,No,Yes,Yes,No,No,Yes,10001100,10,00,1100,24,-,-1,10360,1100,1100,1000,1,100,1900010
Cold Twinblade,Twinblade,Cold,Twinblade,,Standard/Pierce,"A sword with blades on both sides of the hilt.
This weapon is difficult to wield and demands high dexterity.

Can be wielded with a single hand, but its true strength is unlocked with dual-handed spinning attacks.",Causes frost buildup (),-,-,Spinning Slash,6,7,100,570,100,10,18,0,0,0,Yes,No,No,Yes,Yes,No,No,Yes,10000900,10,00,0900,24,-,-1,10360,1100,900,1000,1,100,1900011
Occult Twinblade,Twinblade,Occult,Twinblade,,Standard/Pierce,"A sword with blades on both sides of the hilt.
This weapon is difficult to wield and demands high dexterity.

Can be wielded with a single hand, but its true strength is unlocked with dual-handed spinning attacks.",-,-,-,Spinning Slash,6,7,100,570,100,10,18,0,0,0,Yes,No,No,Yes,Yes,No,No,Yes,10001200,10,00,1200,24,-,-1,10360,1100,1200,1000,1,100,1900012
Twinned Knight Swords,Twinned Knight Swords,Standard,Twinblade,,Standard/Pierce,"An attractive twinblade of fine make that prizes the chivalric way.

Can be wielded with a single hand, but its true strength is unlocked with dual-handed spinning attacks.",-,-,-,Spinning Slash,6,8,100,650,100,16,18,0,0,0,Yes,No,No,Yes,Yes,Yes,No,Yes,10030000,10,03,0000,24,-,-1,10362,1105,0,1000,1,100,1901000
Heavy Twinned Knight Swords,Twinned Knight Swords,Heavy,Twinblade,,Standard/Pierce,"An attractive twinblade of fine make that prizes the chivalric way.

Can be wielded with a single hand, but its true strength is unlocked with dual-handed spinning attacks.",-,-,-,Spinning Slash,6,8,100,650,100,16,18,0,0,0,Yes,No,No,Yes,Yes,Yes,No,Yes,10030100,10,03,0100,24,-,-1,10362,1105,100,1000,1,100,1901001
