Name,Weapon Name,Affinity,Weapon Type,Icon,Physical Damage Type,Caption,Passive Effect 1,Passive Effect 2,Hidden Effect,Default Ash of War,Default Ash of War FP Cost,Weight,Sell Price,Upgrade Price,Attack Power (Critical),Required (Str),Required (Dex),Required (Int),Required (Fai),Required (Arc),Physical Damage (Standard),Physical Damage (Strike),Physical Damage (Slash),Physical Damage (Pierce),Infusable,Can Enchant,Obtainable,ID,Weapon Group ID,Weapon ID,Imbue Type ID,Weapon Moveset Category,Magic Effect Category,SpEffect ID,Icon ID,Reinforce Type ID,Behavior Variation ID,AtkParam ID,Base Stamina Cost,Stamina Usage %,multiplied
Flowing Cold Curved Sword,Flowing Curved Sword,Cold,Curved Sword,,Slash,"Legends speak of a master of the sword garbed in blue, and his curved blade that was patterned after flowing water. Strong attack unleashes a series of strikes akin to a dance, offering a glimpse into the legend.",Causes frost buildup (66),-,-,Spinning Slash,6,3.5,200,240,100,9,17,0,0,0,No,No,Yes,No,Yes,No,Yes,7060900,7,06,0900,28,-,-1,10246,900,706,706100,10,1.03,10.3
Flowing Poison Curved Sword,Flowing Curved Sword,Poison,Curved Sword,,Slash,"Legends speak of a master of the sword garbed in blue, and his curved blade that was patterned after flowing water. Strong attack unleashes a series of strikes akin to a dance, offering a glimpse into the legend.",Causes poison buildup (66),-,-,Spinning Slash,6,3.5,200,240,100,9,17,0,0,0,No,No,Yes,No,Yes,No,Yes,7061000,7,06,1000,28,-,-1,10246,1000,706,706100,10,1.03,10.3
Flowing Blood Curved Sword,Flowing Curved Sword,Blood,Curved Sword,,Slash,"Legends speak of a master of the sword garbed in blue, and his curved blade that was patterned after flowing water. Strong attack unleashes a series of strikes akin to a dance, offering a glimpse into the legend.",Causes blood loss buildup (57),-,-,Spinning Slash,6,3.5,200,240,100,9,17,0,0,0,No,No,Yes,No,Yes,No,Yes,7061100,7,06,1100,28,-,-1,10246,1100,706,706100,10,1.03,10.3
Flowing Occult Curved Sword,Flowing Curved Sword,Occult,Curved Sword,,Slash,"Legends speak of a master of the sword garbed in blue, and his curved blade that was patterned after flowing water. Strong attack unleashes a series of strikes akin to a dance, offering a glimpse into the legend.",-,-,-,Spinning Slash,6,3.5,200,240,100,9,17,0,0,0,No,No,Yes,No,Yes,No,Yes,7061200,7,06,1200,28,-,-1,10246,1200,706,706100,10,1.03,10.3
Wing of Astel,Wing of Astel,-,Curved Sword,,Slash,"Sword fashioned from a delicate wing, suffused with the magic of the stars. Strong attack unleashes a wave of enchanted light. Crafted from a relic of the Naturalborn of the Void who is said to have assailed the Eternal City.",-,-,-,Nebula,25,2.5,200,180,100,7,17,20,0,0,No,No,Yes,No,No,No,Yes,7070000,7,07,0000,28,-,-1,10247,2200,707,707100,20,0.97,19.4
Scavenger's Curved Sword,Scavenger's Curved Sword,Standard,Curved Sword,,Slash,"Unique curved sword, notched like shark's teeth. Weapon carried by corpse pillagers who prowl the sites of old battles. The blade is tacky with blood and covered in hefty nicks, making it totally uneven. Life can be sinister indeed.",Causes blood loss buildup (45),-,-,Spinning Slash,6,3.5,200,200,100,9,14,0,0,0,No,No,Yes,No,Yes,Yes,Yes,7080000,7,08,0000,28,-,-1,10248,0,700,700000,12,1.04,12.48
Scavenger's Heavy Curved Sword,Scavenger's Curved Sword,Heavy,Curved Sword,,Slash,"Unique curved sword, notched like shark's teeth. Weapon carried by corpse pillagers who prowl the sites of old battles. The blade is tacky with blood and covered in hefty nicks, making it totally uneven. Life can be sinister indeed.",Causes blood loss buildup (45),-,-,Spinning Slash,6,3.5,200,200,100,9,14,0,0,0,No,No,Yes,No,Yes,Yes,Yes,7080100,7,08,0100,28,-,-1,10248,100,700,700000,12,1.04,12.48
Scavenger's Keen Curved Sword,Scavenger's Curved Sword,Keen,Curved Sword,,Slash,"Unique curved sword, notched like shark's teeth. Weapon carried by corpse pillagers who prowl the sites of old battles. The blade is tacky with blood and covered in hefty nicks, making it totally uneven. Life can be sinister indeed.",Causes blood loss buildup (45),-,-,Spinning Slash,6,3.5,200,200,100,9,14,0,0,0,No,No,Yes,No,Yes,Yes,Yes,7080200,7,08,0200,28,-,-1,10248,200,700,700000,12,1.04,12.48
Scavenger's Quality Curved Sword,Scavenger's Curved Sword,Quality,Curved Sword,,Slash,"Unique curved sword, notched like shark's teeth. Weapon carried by corpse pillagers who prowl the sites of old battles. The blade is tacky with blood and covered in hefty nicks, making it totally uneven. Life can be sinister indeed.",Causes blood loss buildup (45),-,-,Spinning Slash,6,3.5,200,200,100,9,14,0,0,0,No,No,Yes,No,Yes,Yes,Yes,7080300,7,08,0300,28,-,-1,10248,300,700,700000,12,1.04,12.48
Scavenger's Fire Curved Sword,Scavenger's Curved Sword,Fire,Curved Sword,,Slash,"Unique curved sword, notched like shark's teeth. Weapon carried by corpse pillagers who prowl the sites of old battles. The blade is tacky with blood and covered in hefty nicks, making it totally uneven. Life can be sinister indeed.",Causes blood loss buildup (45),-,-,Spinning Slash,6,3.5,200,200,100,9,14,0,0,0,No,No,Yes,No,Yes,No,Yes,7080400,7,08,0400,28,-,-1,10248,400,700,700000,12,1.04,12.48
Scavenger's Flame Art Curved Sword,Scavenger's Curved Sword,Flame Art,Curved Sword,,Slash,"Unique curved sword, notched like shark's teeth. Weapon carried by corpse pillagers who prowl the sites of old battles. The blade is tacky with blood and covered in hefty nicks, making it totally uneven. Life can be sinister indeed.",Causes blood loss buildup (45),-,-,Spinning Slash,6,3.5,200,200,100,9,14,0,0,0,No,No,Yes,No,Yes,No,Yes,7080500,7,08,0500,28,-,-1,10248,500,700,700000,12,1.04,12.48
Scavenger's Lightning Curved Sword,Scavenger's Curved Sword,Lightning,Curved Sword,,Slash,"Unique curved sword, notched like shark's teeth. Weapon carried by corpse pillagers who prowl the sites of old battles. The blade is tacky with blood and covered in hefty nicks, making it totally uneven. Life can be sinister indeed.",Causes blood loss buildup (45),-,-,Spinning Slash,6,3.5,200,200,100,9,14,0,0,0,No,No,Yes,No,Yes,No,Yes,7080600,7,08,0600,28,-,-1,10248,600,700,700000,12,1.04,12.48
Scavenger's Sacred Curved Sword,Scavenger's Curved Sword,Sacred,Curved Sword,,Slash,"Unique curved sword, notched like shark's teeth. Weapon carried by corpse pillagers who prowl the sites of old battles. The blade is tacky with blood and covered in hefty nicks, making it totally uneven. Life can be sinister indeed.",Causes blood loss buildup (45),-,-,Spinning Slash,6,3.5,200,200,100,9,14,0,0,0,No,No,Yes,No,Yes,No,Yes,7080700,7,08,0700,28,-,-1,10248,700,700,700000,12,1.04,12.48
Scavenger's Magic Curved Sword,Scavenger's Curved Sword,Magic,Curved Sword,,Slash,"Unique curved sword, notched like shark's teeth. Weapon carried by corpse pillagers who prowl the sites of old battles. The blade is tacky with blood and covered in hefty nicks, making it totally uneven. Life can be sinister indeed.",Causes blood loss buildup (45),-,-,Spinning Slash,6,3.5,200,200,100,9,14,0,0,0,No,No,Yes,No,Yes,No,Yes,7080800,7,08,0800,28,-,-1,10248,800,700,700000,12,1.04,12.48
Scavenger's Cold Curved Sword,Scavenger's Curved Sword,Cold,Curved Sword,,Slash,"Unique curved sword, notched like shark's teeth. Weapon carried by corpse pillagers who prowl the sites of old battles. The blade is tacky with blood and covered in hefty nicks, making it totally uneven. Life can be sinister indeed.",Causes frost buildup (66),Causes blood loss buildup (38),-,Spinning Slash,6,3.5,200,200,100,9,14,0,0,0,No,No,Yes,No,Yes,No,Yes,7080900,7,08,0900,28,-,-1,10248,900,700,700000,12,1.04,12.48
Scavenger's Poison Curved Sword,Scavenger's Curved Sword,Poison,Curved Sword,,Slash,"Unique curved sword, notched like shark's teeth. Weapon carried by corpse pillagers who prowl the sites of old battles. The blade is tacky with blood and covered in hefty nicks, making it totally uneven. Life can be sinister indeed.",Causes poison buildup (66),Causes blood loss buildup (38),-,Spinning Slash,6,3.5,200,200,100,9,14,0,0,0,No,No,Yes,No,Yes,No,Yes,7081000,7,08,1000,28,-,-1,10248,1000,700,700000,12,1.04,12.48
Scavenger's Blood Curved Sword,Scavenger's Curved Sword,Blood,Curved Sword,,Slash,"Unique curved sword, notched like shark's teeth. Weapon carried by corpse pillagers who prowl the sites of old battles. The blade is tacky with blood and covered in hefty nicks, making it totally uneven. Life can be sinister indeed.",Causes blood loss buildup (57),-,-,Spinning Slash,6,3.5,200,200,100,9,14,0,0,0,No,No,Yes,No,Yes,No,Yes,7081100,7,08,1100,28,-,-1,10248,1100,700,700000,12,1.04,12.48
Scavenger's Occult Curved Sword,Scavenger's Curved Sword,Occult,Curved Sword,,Slash,"Unique curved sword, notched like shark's teeth. Weapon carried by corpse pillagers who prowl the sites of old battles. The blade is tacky with blood and covered in hefty nicks, making it totally uneven. Life can be sinister indeed.",Causes blood loss buildup (38),-,-,Spinning Slash,6,3.5,200,200,100,9,14,0,0,0,No,No,Yes,No,Yes,No,Yes,7081200,7,08,1200,28,-,-1,10248,1200,700,700000,12,1.04,12.48
Eclipse Shotel,Eclipse Shotel,-,Curved Sword,,Slash,"Storied sword and treasure of Castle Sol that depicts an eclipsed sun drained of color. One of the legendary armaments. In Sol, the sight of an eclipse inspires a dreadful awe, preventing an onlooker from averting his gaze.",-,-,-,Death Flare,16,3,1000,220,100,10,25,0,30,0,No,No,Yes,No,No,No,Yes,7100000,7,10,0000,28,-,-1,10250,2200,710,702100,20,0.96,19.2
Serpent-God's Curved Sword,Serpent-God's Curved Sword,Standard,Curved Sword,,Slash,"Curved sword fashioned in the image of an ancient serpent deity and tool of a forgotten religion practiced on Mt. Gelmir. Formerly used to offer up sacrifices, this sword restores HP upon slaying an enemy.",-,-,Restore HP on Kill,Spinning Slash,6,4,500,270,100,13,9,0,0,0,No,No,Yes,No,Yes,Yes,Yes,7110000,7,11,0000,28,-,5071100,10251,0,700,700000,12,1.06,12.72
Serpent-God's Heavy Curved Sword,Serpent-God's Curved Sword,Heavy,Curved Sword,,Slash,"Curved sword fashioned in the image of an ancient serpent deity and tool of a forgotten religion practiced on Mt. Gelmir. Formerly used to offer up sacrifices, this sword restores HP upon slaying an enemy.",-,-,Restore HP on Kill,Spinning Slash,6,4,500,270,100,13,9,0,0,0,No,No,Yes,No,Yes,Yes,Yes,7110100,7,11,0100,28,-,5071100,10251,6000,700,700000,12,1.06,12.72
Serpent-God's Keen Curved Sword,Serpent-God's Curved Sword,Keen,Curved Sword,,Slash,"Curved sword fashioned in the image of an ancient serpent deity and tool of a forgotten religion practiced on Mt. Gelmir. Formerly used to offer up sacrifices, this sword restores HP upon slaying an enemy.",-,-,Restore HP on Kill,Spinning Slash,6,4,500,270,100,13,9,0,0,0,No,No,Yes,No,Yes,Yes,Yes,7110200,7,11,0200,28,-,5071100,10251,200,700,700000,12,1.06,12.72
Serpent-God's Quality Curved Sword,Serpent-God's Curved Sword,Quality,Curved Sword,,Slash,"Curved sword fashioned in the image of an ancient serpent deity and tool of a forgotten religion practiced on Mt. Gelmir. Formerly used to offer up sacrifices, this sword restores HP upon slaying an enemy.",-,-,Restore HP on Kill,Spinning Slash,6,4,500,270,100,13,9,0,0,0,No,No,Yes,No,Yes,Yes,Yes,7110300,7,11,0300,28,-,5071100,10251,300,700,700000,12,1.06,12.72
Serpent-God's Fire Curved Sword,Serpent-God's Curved Sword,Fire,Curved Sword,,Slash,"Curved sword fashioned in the image of an ancient serpent deity and tool of a forgotten religion practiced on Mt. Gelmir. Formerly used to offer up sacrifices, this sword restores HP upon slaying an enemy.",-,-,Restore HP on Kill,Spinning Slash,6,4,500,270,100,13,9,0,0,0,No,No,Yes,No,Yes,No,Yes,7110400,7,11,0400,28,-,5071100,10251,400,700,700000,12,1.06,12.72
Serpent-God's Flame Art Curved Sword,Serpent-God's Curved Sword,Flame Art,Curved Sword,,Slash,"Curved sword fashioned in the image of an ancient serpent deity and tool of a forgotten religion practiced on Mt. Gelmir. Formerly used to offer up sacrifices, this sword restores HP upon slaying an enemy.",-,-,Restore HP on Kill,Spinning Slash,6,4,500,270,100,13,9,0,0,0,No,No,Yes,No,Yes,No,Yes,7110500,7,11,0500,28,-,5071100,10251,500,700,700000,12,1.06,12.72
Serpent-God's Lightning Curved Sword,Serpent-God's Curved Sword,Lightning,Curved Sword,,Slash,"Curved sword fashioned in the image of an ancient serpent deity and tool of a forgotten religion practiced on Mt. Gelmir. Formerly used to offer up sacrifices, this sword restores HP upon slaying an enemy.",-,-,Restore HP on Kill,Spinning Slash,6,4,500,270,100,13,9,0,0,0,No,No,Yes,No,Yes,No,Yes,7110600,7,11,0600,28,-,5071100,10251,600,700,700000,12,1.06,12.72
Serpent-God's Sacred Curved Sword,Serpent-God's Curved Sword,Sacred,Curved Sword,,Slash,"Curved sword fashioned in the image of an ancient serpent deity and tool of a forgotten religion practiced on Mt. Gelmir. Formerly used to offer up sacrifices, this sword restores HP upon slaying an enemy.",-,-,Restore HP on Kill,Spinning Slash,6,4,500,270,100,13,9,0,0,0,No,No,Yes,No,Yes,No,Yes,7110700,7,11,0700,28,-,5071100,10251,700,700,700000,12,1.06,12.72
Serpent-God's Magic Curved Sword,Serpent-God's Curved Sword,Magic,Curved Sword,,Slash,"Curved sword fashioned in the image of an ancient serpent deity and tool of a forgotten religion practiced on Mt. Gelmir. Formerly used to offer up sacrifices, this sword restores HP upon slaying an enemy.",-,-,Restore HP on Kill,Spinning Slash,6,4,500,270,100,13,9,0,0,0,No,No,Yes,No,Yes,No,Yes,7110800,7,11,0800,28,-,5071100,10251,800,700,700000,12,1.06,12.72
Serpent-God's Cold Curved Sword,Serpent-God's Curved Sword,Cold,Curved Sword,,Slash,"Curved sword fashioned in the image of an ancient serpent deity and tool of a forgotten religion practiced on Mt. Gelmir. Formerly used to offer up sacrifices, this sword restores HP upon slaying an enemy.",Causes frost buildup (66),-,Restore HP on Kill,Spinning Slash,6,4,500,270,100,13,9,0,0,0,No,No,Yes,No,Yes,No,Yes,7110900,7,11,0900,28,-,5071100,10251,900,700,700000,12,1.06,12.72
Serpent-God's Poison Curved Sword,Serpent-God's Curved Sword,Poison,Curved Sword,,Slash,"Curved sword fashioned in the image of an ancient serpent deity and tool of a forgotten religion practiced on Mt. Gelmir. Formerly used to offer up sacrifices, this sword restores HP upon slaying an enemy.",Causes poison buildup (66),-,Restore HP on Kill,Spinning Slash,6,4,500,270,100,13,9,0,0,0,No,No,Yes,No,Yes,No,Yes,7111000,7,11,1000,28,-,5071100,10251,1000,700,700000,12,1.06,12.72
Serpent-God's Blood Curved Sword,Serpent-God's Curved Sword,Blood,Curved Sword,,Slash,"Curved sword fashioned in the image of an ancient serpent deity and tool of a forgotten religion practiced on Mt. Gelmir. Formerly used to offer up sacrifices, this sword restores HP upon slaying an enemy.",Causes blood loss buildup (57),-,Restore HP on Kill,Spinning Slash,6,4,500,270,100,13,9,0,0,0,No,No,Yes,No,Yes,No,Yes,7111100,7,11,1100,28,-,5071100,10251,1100,700,700000,12,1.06,12.72
Serpent-God's Occult Curved Sword,Serpent-God's Curved Sword,Occult,Curved Sword,,Slash,"Curved sword fashioned in the image of an ancient serpent deity and tool of a forgotten religion practiced on Mt. Gelmir. Formerly used to offer up sacrifices, this sword restores HP upon slaying an enemy.",-,-,Restore HP on Kill,Spinning Slash,6,4,500,270,100,13,9,0,0,0,No,No,Yes,No,Yes,No,Yes,7111200,7,11,1200,28,-,5071100,10251,1200,700,700000,12,1.06,12.72
Mantis Blade,Mantis Blade,Standard,Curved Sword,,Slash,"A curved sword with a blade at both ends wielded by the Cemetery Shades, the insect-ridden grave keepers. The blade is thin and sharp, and strong attack unleashes a far-reaching slash.",-,-,-,Spinning Slash,6,4,200,260,100,10,12,0,0,0,No,No,Yes,No,Yes,Yes,Yes,7120000,7,12,0000,28,-,-1,10252,0,712,712100,20,1.1,22
Heavy Mantis Blade,Mantis Blade,Heavy,Curved Sword,,Slash,"A curved sword with a blade at both ends wielded by the Cemetery Shades, the insect-ridden grave keepers. The blade is thin and sharp, and strong attack unleashes a far-reaching slash.",-,-,-,Spinning Slash,6,4,200,260,100,10,12,0,0,0,No,No,Yes,No,Yes,Yes,Yes,7120100,7,12,0100,28,-,-1,10252,100,712,712100,20,1.1,22
Keen Mantis Blade,Mantis Blade,Keen,Curved Sword,,Slash,"A curved sword with a blade at both ends wielded by the Cemetery Shades, the insect-ridden grave keepers. The blade is thin and sharp, and strong attack unleashes a far-reaching slash.",-,-,-,Spinning Slash,6,4,200,260,100,10,12,0,0,0,No,No,Yes,No,Yes,Yes,Yes,7120200,7,12,0200,28,-,-1,10252,200,712,712100,20,1.1,22
Quality Mantis Blade,Mantis Blade,Quality,Curved Sword,,Slash,"A curved sword with a blade at both ends wielded by the Cemetery Shades, the insect-ridden grave keepers. The blade is thin and sharp, and strong attack unleashes a far-reaching slash.",-,-,-,Spinning Slash,6,4,200,260,100,10,12,0,0,0,No,No,Yes,No,Yes,Yes,Yes,7120300,7,12,0300,28,-,-1,10252,300,712,712100,20,1.1,22
Fire Mantis Blade,Mantis Blade,Fire,Curved Sword,,Slash,"A curved sword with a blade at both ends wielded by the Cemetery Shades, the insect-ridden grave keepers. The blade is thin and sharp, and strong attack unleashes a far-reaching slash.",-,-,-,Spinning Slash,6,4,200,260,100,10,12,0,0,0,No,No,Yes,No,Yes,No,Yes,7120400,7,12,0400,28,-,-1,10252,400,712,712100,20,1.1,22
Flame Art Mantis Blade,Mantis Blade,Flame Art,Curved Sword,,Slash,"A curved sword with a blade at both ends wielded by the Cemetery Shades, the insect-ridden grave keepers. The blade is thin and sharp, and strong attack unleashes a far-reaching slash.",-,-,-,Spinning Slash,6,4,200,260,100,10,12,0,0,0,No,No,Yes,No,Yes,No,Yes,7120500,7,12,0500,28,-,-1,10252,500,712,712100,20,1.1,22
Lightning Mantis Blade,Mantis Blade,Lightning,Curved Sword,,Slash,"A curved sword with a blade at both ends wielded by the Cemetery Shades, the insect-ridden grave keepers. The blade is thin and sharp, and strong attack unleashes a far-reaching slash.",-,-,-,Spinning Slash,6,4,200,260,100,10,12,0,0,0,No,No,Yes,No,Yes,No,Yes,7120600,7,12,0600,28,-,-1,10252,600,712,712100,20,1.1,22
Sacred Mantis Blade,Mantis Blade,Sacred,Curved Sword,,Slash,"A curved sword with a blade at both ends wielded by the Cemetery Shades, the insect-ridden grave keepers. The blade is thin and sharp, and strong attack unleashes a far-reaching slash.",-,-,-,Spinning Slash,6,4,200,260,100,10,12,0,0,0,No,No,Yes,No,Yes,No,Yes,7120700,7,12,0700,28,-,-1,10252,700,712,712100,20,1.1,22
