Name,Weapon Name,Affinity,Weapon Type,Icon,Physical Damage Type,Caption,Passive Effect 1,Passive Effect 2,Hidden Effect,Default Ash of War,Default Ash of War FP Cost,Weight,Sell Price,Upgrade Price,Attack Power (Physical),Attack Power (Magic),Attack Power (Fire),Attack Power (Lightning),Attack Power (Holy),Attack Power (Critical),Attack Power (Stamina),Scaling Value (Str),Scaling Letter (Str),Scaling Value (Dex),Scaling Letter (Dex),Scaling Value (Int),Scaling Letter (Int),Scaling Value (Fai),Scaling Letter (Fai),Scaling Value (Arc),Scaling Letter (Arc),Required (Str),Required (Dex),Required (Int),Required (Fai),Required (Arc),Guarded Damage Negation (Physical),Guarded Damage Negation (Magic),Guarded Damage Negation (Fire),Guarded Damage Negation (Lightning),Guarded Damage Negation (Holy),Guarded Damage Negation (Guard Boost),Guard Resistance Reduction,Guard Frost Reduction,Physical Damage (Standard),Physical Damage (Strike),Physical Damage (Slash),Physical Damage (Thrust),Can Enchant,ID,Weapon Group ID,Weapon ID,Imbue Type ID,Weapon Moveset Category,Icon ID,Reinforce Type ID,Behavior Variation ID,,Stamina Usage %,1H Light Stamina Usage
Rogier's Quality Rapier,Rogier's Rapier,Quality,Thrusting Sword,,Standard/Thrust,"Piercing sword of superior quality, featuring intricate ornamentation. Signature weapon of the sorcerer Rogier. High dexterity is required to wield the blade to its full potential, but mastery is a sight to behold, characterized by a flowing style which excels in successive attacks.",-,-,-,Repeating Thrust,7,3.5,100,230,80,0,0,0,0,110,31,60,C,60,C,0,-,0,-,0,-,8,17,0,0,0,49.0,33.0,33.0,33.0,33.0,22,11.0,11.0,Yes,No,No,Yes,Yes,5030300,5,03,0300,27,10163,300,502,8,1.1,8.8
Rogier's Fire Rapier,Rogier's Rapier,Fire,Thrusting Sword,,Standard/Thrust,"Piercing sword of superior quality, featuring intricate ornamentation. Signature weapon of the sorcerer Rogier. High dexterity is required to wield the blade to its full potential, but mastery is a sight to behold, characterized by a flowing style which excels in successive attacks.",-,-,-,Repeating Thrust,7,3.5,100,230,71,0,71,0,0,110,31,52,D,9,E,0,-,0,-,0,-,8,17,0,0,0,46.6,31.4,38.0,34.7,31.4,22,10.5,11.0,Yes,No,No,Yes,No,5030400,5,03,0400,27,10163,400,502,8,1.1,8.8
Rogier's Flame Art Rapier,Rogier's Rapier,Flame Art,Thrusting Sword,,Standard/Thrust,"Piercing sword of superior quality, featuring intricate ornamentation. Signature weapon of the sorcerer Rogier. High dexterity is required to wield the blade to its full potential, but mastery is a sight to behold, characterized by a flowing style which excels in successive attacks.",-,-,-,Repeating Thrust,7,3.5,100,230,75,0,75,0,0,110,31,3,E,12,E,0,-,50,D,0,-,8,17,0,0,0,46.6,31.4,38.0,34.7,31.4,22,10.5,11.0,Yes,No,No,Yes,No,5030500,5,03,0500,27,10163,500,502,8,1.1,8.8
Rogier's Lightning Rapier,Rogier's Rapier,Lightning,Thrusting Sword,,Standard/Thrust,"Piercing sword of superior quality, featuring intricate ornamentation. Signature weapon of the sorcerer Rogier. High dexterity is required to wield the blade to its full potential, but mastery is a sight to behold, characterized by a flowing style which excels in successive attacks.",-,-,-,Repeating Thrust,7,3.5,100,230,71,0,0,71,0,110,31,9,E,52,D,0,-,0,-,0,-,8,17,0,0,0,46.6,31.4,34.7,38.0,31.4,22,10.5,11.0,Yes,No,No,Yes,No,5030600,5,03,0600,27,10163,600,502,8,1.1,8.8
Rogier's Sacred Rapier,Rogier's Rapier,Sacred,Thrusting Sword,,Standard/Thrust,"Piercing sword of superior quality, featuring intricate ornamentation. Signature weapon of the sorcerer Rogier. High dexterity is required to wield the blade to its full potential, but mastery is a sight to behold, characterized by a flowing style which excels in successive attacks.",-,-,-,Repeating Thrust,7,3.5,100,230,66,0,0,0,66,110,31,4,E,15,E,0,-,50,D,0,-,8,17,0,0,0,46.6,34.7,31.4,31.4,38.0,22,10.5,11.0,Yes,No,No,Yes,No,5030700,5,03,0700,27,10163,700,502,8,1.1,8.8
Rogier's Magic Rapier,Rogier's Rapier,Magic,Thrusting Sword,,Standard/Thrust,"Piercing sword of superior quality, featuring intricate ornamentation. Signature weapon of the sorcerer Rogier. High dexterity is required to wield the blade to its full potential, but mastery is a sight to behold, characterized by a flowing style which excels in successive attacks.",-,-,-,Repeating Thrust,7,3.5,100,230,66,66,0,0,0,110,31,3,E,16,E,54,D,0,-,0,-,8,17,0,0,0,46.6,38.0,31.4,31.4,34.7,22,10.5,11.0,Yes,No,No,Yes,No,5030800,5,03,0800,27,10163,800,502,8,1.1,8.8
Rogier's Cold Rapier,Rogier's Rapier,Cold,Thrusting Sword,,Standard/Thrust,"Piercing sword of superior quality, featuring intricate ornamentation. Signature weapon of the sorcerer Rogier. High dexterity is required to wield the blade to its full potential, but mastery is a sight to behold, characterized by a flowing style which excels in successive attacks.",Causes frost buildup (66),-,-,Repeating Thrust,7,3.5,100,230,75,60,0,0,0,110,31,13,E,68,C,40,D,0,-,0,-,8,17,0,0,0,46.6,33.0,33.0,33.0,33.0,22,11.0,11.0,Yes,No,No,Yes,No,5030900,5,03,0900,27,10163,900,502,8,1.1,8.8
Rogier's Poison Rapier,Rogier's Rapier,Poison,Thrusting Sword,,Standard/Thrust,"Piercing sword of superior quality, featuring intricate ornamentation. Signature weapon of the sorcerer Rogier. High dexterity is required to wield the blade to its full potential, but mastery is a sight to behold, characterized by a flowing style which excels in successive attacks.",Causes poison buildup (66),-,-,Repeating Thrust,7,3.5,100,230,75,0,0,0,0,110,31,14,E,72,C,0,-,0,-,30,D,8,17,0,0,0,46.6,33.0,33.0,33.0,33.0,22,11.0,11.0,Yes,No,No,Yes,No,5031000,5,03,1000,27,10163,1000,502,8,1.1,8.8
Rogier's Blood Rapier,Rogier's Rapier,Blood,Thrusting Sword,,Standard/Thrust,"Piercing sword of superior quality, featuring intricate ornamentation. Signature weapon of the sorcerer Rogier. High dexterity is required to wield the blade to its full potential, but mastery is a sight to behold, characterized by a flowing style which excels in successive attacks.",Causes blood loss buildup (57),-,-,Repeating Thrust,7,3.5,100,230,75,0,0,0,0,110,31,14,E,72,C,0,-,0,-,30,D,8,17,0,0,0,46.6,33.0,33.0,33.0,33.0,22,11.0,11.0,Yes,No,No,Yes,No,5031100,5,03,1100,27,10163,1100,502,8,1.1,8.8
Rogier's Occult Rapier,Rogier's Rapier,Occult,Thrusting Sword,,Standard/Thrust,"Piercing sword of superior quality, featuring intricate ornamentation. Signature weapon of the sorcerer Rogier. High dexterity is required to wield the blade to its full potential, but mastery is a sight to behold, characterized by a flowing style which excels in successive attacks.",-,-,-,Repeating Thrust,7,3.5,100,230,80,0,0,0,0,110,31,4,E,24,E,0,-,0,-,77,C,8,17,0,0,0,49.0,33.0,33.0,33.0,33.0,22,11.0,11.0,Yes,No,No,Yes,No,5031200,5,03,1200,27,10163,1200,502,8,1.1,8.8
Antspur Rapier,Antspur Rapier,-,Thrusting Sword,,Standard/Thrust,"Spur of a giant ant which has been fashioned into a rapier. The blade drips with scarlet rot. Scarlet rot is an old legend, of which Maleigh Marais of the Shaded Castle was a private believer. And indeed, he eventually found his own personal goddess.",Causes scarlet rot buildup (55),-,-,Impaling Thrust,9,3,200,210,98,0,0,0,0,100,31,36,D,50,D,0,-,0,-,0,-,10,20,0,0,0,47.0,31.0,31.0,31.0,31.0,21,10.0,10.0,Yes,No,No,Yes,Yes,5040000,5,04,0000,27,10164,0,500,8,1.03,8.24
Heavy Antspur Rapier,Antspur Rapier,Heavy,Thrusting Sword,,Standard/Thrust,"Spur of a giant ant which has been fashioned into a rapier. The blade drips with scarlet rot. Scarlet rot is an old legend, of which Maleigh Marais of the Shaded Castle was a private believer. And indeed, he eventually found his own personal goddess.",Causes scarlet rot buildup (55),-,-,Impaling Thrust,9,3,200,210,89,0,0,0,0,100,31,82,C,0,-,0,-,0,-,0,-,10,20,0,0,0,47.0,31.0,31.0,31.0,31.0,21,10.0,10.0,Yes,No,No,Yes,Yes,5040100,5,04,0100,27,10164,100,500,8,1.03,8.24
Keen Antspur Rapier,Antspur Rapier,Keen,Thrusting Sword,,Standard/Thrust,"Spur of a giant ant which has been fashioned into a rapier. The blade drips with scarlet rot. Scarlet rot is an old legend, of which Maleigh Marais of the Shaded Castle was a private believer. And indeed, he eventually found his own personal goddess.",Causes scarlet rot buildup (55),-,-,Impaling Thrust,9,3,200,210,89,0,0,0,0,100,31,8,E,79,C,0,-,0,-,0,-,10,20,0,0,0,47.0,31.0,31.0,31.0,31.0,21,10.0,10.0,Yes,No,No,Yes,Yes,5040200,5,04,0200,27,10164,200,500,8,1.03,8.24
Quality Antspur Rapier,Antspur Rapier,Quality,Thrusting Sword,,Standard/Thrust,"Spur of a giant ant which has been fashioned into a rapier. The blade drips with scarlet rot. Scarlet rot is an old legend, of which Maleigh Marais of the Shaded Castle was a private believer. And indeed, he eventually found his own personal goddess.",Causes scarlet rot buildup (55),-,-,Impaling Thrust,9,3,200,210,84,0,0,0,0,100,31,55,D,55,D,0,-,0,-,0,-,10,20,0,0,0,47.0,31.0,31.0,31.0,31.0,21,10.0,10.0,Yes,No,No,Yes,Yes,5040300,5,04,0300,27,10164,300,500,8,1.03,8.24
Fire Antspur Rapier,Antspur Rapier,Fire,Thrusting Sword,,Standard/Thrust,"Spur of a giant ant which has been fashioned into a rapier. The blade drips with scarlet rot. Scarlet rot is an old legend, of which Maleigh Marais of the Shaded Castle was a private believer. And indeed, he eventually found his own personal goddess.",Causes scarlet rot buildup (55),-,-,Impaling Thrust,9,3,200,210,75,0,75,0,0,100,31,46,D,8,E,0,-,0,-,0,-,10,20,0,0,0,44.7,29.5,35.7,32.6,29.5,21,9.5,10.0,Yes,No,No,Yes,No,5040400,5,04,0400,27,10164,400,500,8,1.03,8.24
Flame Art Antspur Rapier,Antspur Rapier,Flame Art,Thrusting Sword,,Standard/Thrust,"Spur of a giant ant which has been fashioned into a rapier. The blade drips with scarlet rot. Scarlet rot is an old legend, of which Maleigh Marais of the Shaded Castle was a private believer. And indeed, he eventually found his own personal goddess.",Causes scarlet rot buildup (55),-,-,Impaling Thrust,9,3,200,210,79,0,79,0,0,100,31,5,E,8,E,0,-,47,D,0,-,10,20,0,0,0,44.7,29.5,35.7,32.6,29.5,21,9.5,10.0,Yes,No,No,Yes,No,5040500,5,04,0500,27,10164,500,500,8,1.03,8.24
Lightning Antspur Rapier,Antspur Rapier,Lightning,Thrusting Sword,,Standard/Thrust,"Spur of a giant ant which has been fashioned into a rapier. The blade drips with scarlet rot. Scarlet rot is an old legend, of which Maleigh Marais of the Shaded Castle was a private believer. And indeed, he eventually found his own personal goddess.",Causes scarlet rot buildup (55),-,-,Impaling Thrust,9,3,200,210,75,0,0,75,0,100,31,8,E,46,D,0,-,0,-,0,-,10,20,0,0,0,44.7,29.5,32.6,35.7,29.5,21,9.5,10.0,Yes,No,No,Yes,No,5040600,5,04,0600,27,10164,600,500,8,1.03,8.24
Sacred Antspur Rapier,Antspur Rapier,Sacred,Thrusting Sword,,Standard/Thrust,"Spur of a giant ant which has been fashioned into a rapier. The blade drips with scarlet rot. Scarlet rot is an old legend, of which Maleigh Marais of the Shaded Castle was a private believer. And indeed, he eventually found his own personal goddess.",Causes scarlet rot buildup (55),-,-,Impaling Thrust,9,3,200,210,70,0,0,0,70,100,31,7,E,10,E,0,-,47,D,0,-,10,20,0,0,0,44.7,32.6,29.5,29.5,35.7,21,9.5,10.0,Yes,No,No,Yes,No,5040700,5,04,0700,27,10164,700,500,8,1.03,8.24
Magic Antspur Rapier,Antspur Rapier,Magic,Thrusting Sword,,Standard/Thrust,"Spur of a giant ant which has been fashioned into a rapier. The blade drips with scarlet rot. Scarlet rot is an old legend, of which Maleigh Marais of the Shaded Castle was a private believer. And indeed, he eventually found his own personal goddess.",Causes scarlet rot buildup (55),-,-,Impaling Thrust,9,3,200,210,70,70,0,0,0,100,31,7,E,11,E,45,D,0,-,0,-,10,20,0,0,0,44.7,35.7,29.5,29.5,32.6,21,9.5,10.0,Yes,No,No,Yes,No,5040800,5,04,0800,27,10164,800,500,8,1.03,8.24
Cold Antspur Rapier,Antspur Rapier,Cold,Thrusting Sword,,Standard/Thrust,"Spur of a giant ant which has been fashioned into a rapier. The blade drips with scarlet rot. Scarlet rot is an old legend, of which Maleigh Marais of the Shaded Castle was a private believer. And indeed, he eventually found his own personal goddess.",Causes frost buildup (66),Causes scarlet rot buildup (50),-,Impaling Thrust,9,3,200,210,79,63,0,0,0,100,31,32,D,45,D,43,D,0,-,0,-,10,20,0,0,0,44.7,31.0,31.0,31.0,31.0,21,10.0,10.0,Yes,No,No,Yes,No,5040900,5,04,0900,27,10164,900,500,8,1.03,8.24
Poison Antspur Rapier,Antspur Rapier,Poison,Thrusting Sword,,Standard/Thrust,"Spur of a giant ant which has been fashioned into a rapier. The blade drips with scarlet rot. Scarlet rot is an old legend, of which Maleigh Marais of the Shaded Castle was a private believer. And indeed, he eventually found his own personal goddess.",Causes poison buildup (66),Causes scarlet rot buildup (50),-,Impaling Thrust,9,3,200,210,79,0,0,0,0,100,31,34,D,47,D,0,-,0,-,30,D,10,20,0,0,0,44.7,31.0,31.0,31.0,31.0,21,10.0,10.0,Yes,No,No,Yes,No,5041000,5,04,1000,27,10164,1000,500,8,1.03,8.24
Blood Antspur Rapier,Antspur Rapier,Blood,Thrusting Sword,,Standard/Thrust,"Spur of a giant ant which has been fashioned into a rapier. The blade drips with scarlet rot. Scarlet rot is an old legend, of which Maleigh Marais of the Shaded Castle was a private believer. And indeed, he eventually found his own personal goddess.",Causes scarlet rot buildup (57),Causes scarlet rot buildup (50),-,Impaling Thrust,9,3,200,210,79,0,0,0,0,100,31,34,D,47,D,0,-,0,-,30,D,10,20,0,0,0,44.7,31.0,31.0,31.0,31.0,21,10.0,10.0,Yes,No,No,Yes,No,5041100,5,04,1100,27,10164,1100,500,8,1.03,8.24
Occult Antspur Rapier,Antspur Rapier,Occult,Thrusting Sword,,Standard/Thrust,"Spur of a giant ant which has been fashioned into a rapier. The blade drips with scarlet rot. Scarlet rot is an old legend, of which Maleigh Marais of the Shaded Castle was a private believer. And indeed, he eventually found his own personal goddess.",Causes scarlet rot buildup (50),-,-,Impaling Thrust,9,3,200,210,84,0,0,0,0,100,31,11,E,16,E,0,-,0,-,73,C,10,20,0,0,0,47.0,31.0,31.0,31.0,31.0,21,10.0,10.0,Yes,No,No,Yes,No,5041200,5,04,1200,27,10164,1200,500,8,1.03,8.24
Frozen Needle,Frozen Needle,-,Thrusting Sword,,Standard/Thrust,"A razor-thin piercing blade of ice. Forged by Iji, the Carian Royal Blacksmith. Can inflict frost upon enemies, and launch its blade with a strong attack. The blade immediately regenerates.",Causes frost buildup (60),-,-,Impaling Thrust,9,2.5,200,180,99,0,0,0,0,100,30,20,E,50,D,0,-,0,-,0,-,11,18,0,0,0,40.0,40.0,28.0,28.0,28.0,20,10.0,10.0,Yes,No,No,Yes,No,5050000,5,05,0000,27,10165,2200,501,8,1,8
Noble's Estoc,Noble's Estoc,-,Thrusting Sword,,Standard/Thrust,"Estoc carried by wandering nobles. Made to be easy to wield. Daubed with gold from tip to tail, it should fetch a good sum.",-,-,-,Impaling Thrust,9,3.5,1000,220,104,0,0,0,0,100,30,37,D,37,D,0,-,0,-,0,-,9,10,0,0,0,49.0,33.0,33.0,33.0,33.0,22,11.0,11.0,Yes,No,No,Yes,Yes,5060000,5,06,0000,27,10166,0,503,8,1.14,9.12
Noble's Heavy Estoc,Noble's Estoc,Heavy,Thrusting Sword,,Standard/Thrust,"Estoc carried by wandering nobles. Made to be easy to wield. Daubed with gold from tip to tail, it should fetch a good sum.",-,-,-,Impaling Thrust,9,3.5,1000,220,94,0,0,0,0,100,30,75,C,0,-,0,-,0,-,0,-,9,10,0,0,0,49.0,33.0,33.0,33.0,33.0,22,11.0,11.0,Yes,No,No,Yes,Yes,5060100,5,06,0100,27,10166,100,503,8,1.14,9.12
Noble's Keen Estoc,Noble's Estoc,Keen,Thrusting Sword,,Standard/Thrust,"Estoc carried by wandering nobles. Made to be easy to wield. Daubed with gold from tip to tail, it should fetch a good sum.",-,-,-,Impaling Thrust,9,3.5,1000,220,94,0,0,0,0,100,30,7,E,70,C,0,-,0,-,0,-,9,10,0,0,0,49.0,33.0,33.0,33.0,33.0,22,11.0,11.0,Yes,No,No,Yes,Yes,5060200,5,06,0200,27,10166,200,503,8,1.14,9.12
Noble's Quality Estoc,Noble's Estoc,Quality,Thrusting Sword,,Standard/Thrust,"Estoc carried by wandering nobles. Made to be easy to wield. Daubed with gold from tip to tail, it should fetch a good sum.",-,-,-,Impaling Thrust,9,3.5,1000,220,89,0,0,0,0,100,30,51,D,51,D,0,-,0,-,0,-,9,10,0,0,0,49.0,33.0,33.0,33.0,33.0,22,11.0,11.0,Yes,No,No,Yes,Yes,5060300,5,06,0300,27,10166,300,503,8,1.14,9.12
Noble's Fire Estoc,Noble's Estoc,Fire,Thrusting Sword,,Standard/Thrust,"Estoc carried by wandering nobles. Made to be easy to wield. Daubed with gold from tip to tail, it should fetch a good sum.",-,-,-,Impaling Thrust,9,3.5,1000,220,79,0,79,0,0,100,30,40,D,7,E,0,-,0,-,0,-,9,10,0,0,0,46.6,31.4,38.0,34.7,31.4,22,10.5,11.0,Yes,No,No,Yes,No,5060400,5,06,0400,27,10166,400,503,8,1.14,9.12
Noble's Flame Art Estoc,Noble's Estoc,Flame Art,Thrusting Sword,,Standard/Thrust,"Estoc carried by wandering nobles. Made to be easy to wield. Daubed with gold from tip to tail, it should fetch a good sum.",-,-,-,Impaling Thrust,9,3.5,1000,220,84,0,84,0,0,100,30,5,E,5,E,0,-,37,D,0,-,9,10,0,0,0,46.6,31.4,38.0,34.7,31.4,22,10.5,11.0,Yes,No,No,Yes,No,5060500,5,06,0500,27,10166,500,503,8,1.14,9.12
Noble's Lightning Estoc,Noble's Estoc,Lightning,Thrusting Sword,,Standard/Thrust,"Estoc carried by wandering nobles. Made to be easy to wield. Daubed with gold from tip to tail, it should fetch a good sum.",-,-,-,Impaling Thrust,9,3.5,1000,220,79,0,0,79,0,100,30,7,E,40,D,0,-,0,-,0,-,9,10,0,0,0,46.6,31.4,34.7,38.0,31.4,22,10.5,11.0,Yes,No,No,Yes,No,5060600,5,06,0600,27,10166,600,503,8,1.14,9.12
Noble's Sacred Estoc,Noble's Estoc,Sacred,Thrusting Sword,,Standard/Thrust,"Estoc carried by wandering nobles. Made to be easy to wield. Daubed with gold from tip to tail, it should fetch a good sum.",-,-,-,Impaling Thrust,9,3.5,1000,220,74,0,0,0,74,100,30,7,E,7,E,0,-,37,D,0,-,9,10,0,0,0,46.6,34.7,31.4,31.4,38.0,22,10.5,11.0,Yes,No,No,Yes,No,5060700,5,06,0700,27,10166,700,503,8,1.14,9.12
Noble's Magic Estoc,Noble's Estoc,Magic,Thrusting Sword,,Standard/Thrust,"Estoc carried by wandering nobles. Made to be easy to wield. Daubed with gold from tip to tail, it should fetch a good sum.",-,-,-,Impaling Thrust,9,3.5,1000,220,74,74,0,0,0,100,30,8,E,8,E,35,D,0,-,0,-,9,10,0,0,0,46.6,38.0,31.4,31.4,34.7,22,10.5,11.0,Yes,No,No,Yes,No,5060800,5,06,0800,27,10166,800,503,8,1.14,9.12
Noble's Cold Estoc,Noble's Estoc,Cold,Thrusting Sword,,Standard/Thrust,"Estoc carried by wandering nobles. Made to be easy to wield. Daubed with gold from tip to tail, it should fetch a good sum.",Causes frost buildup (66),-,-,Impaling Thrust,9,3.5,1000,220,84,67,0,0,0,100,30,33,D,33,D,33,D,0,-,0,-,9,10,0,0,0,46.6,33.0,33.0,33.0,33.0,22,11.0,11.0,Yes,No,No,Yes,No,5060900,5,06,0900,27,10166,900,503,8,1.14,9.12
Noble's Poison Estoc,Noble's Estoc,Poison,Thrusting Sword,,Standard/Thrust,"Estoc carried by wandering nobles. Made to be easy to wield. Daubed with gold from tip to tail, it should fetch a good sum.",Causes poison buildup (66),-,-,Impaling Thrust,9,3.5,1000,220,84,0,0,0,0,100,30,35,D,35,D,0,-,0,-,30,D,9,10,0,0,0,46.6,33.0,33.0,33.0,33.0,22,11.0,11.0,Yes,No,No,Yes,No,5061000,5,06,1000,27,10166,1000,503,8,1.14,9.12
Noble's Blood Estoc,Noble's Estoc,Blood,Thrusting Sword,,Standard/Thrust,"Estoc carried by wandering nobles. Made to be easy to wield. Daubed with gold from tip to tail, it should fetch a good sum.",Causes blood loss buildup (57),-,-,Impaling Thrust,9,3.5,1000,220,84,0,0,0,0,100,30,35,D,35,D,0,-,0,-,30,D,9,10,0,0,0,46.6,33.0,33.0,33.0,33.0,22,11.0,11.0,Yes,No,No,Yes,No,5061100,5,06,1100,27,10166,1100,503,8,1.14,9.12
Noble's Occult Estoc,Noble's Estoc,Occult,Thrusting Sword,,Standard/Thrust,"Estoc carried by wandering nobles. Made to be easy to wield. Daubed with gold from tip to tail, it should fetch a good sum.",-,-,-,Impaling Thrust,9,3.5,1000,220,89,0,0,0,0,100,30,11,E,11,E,0,-,0,-,62,C,9,10,0,0,0,49.0,33.0,33.0,33.0,33.0,22,11.0,11.0,Yes,No,No,Yes,No,5061200,5,06,1200,27,10166,1200,503,8,1.14,9.12
Bloody Helice,Bloody Helice,-,Heavy Thrusting Sword,,Standard/Thrust,"Ominous piercing sword with a winding blade. Carried by the noble servants of the Lord of Blood. Designed to bore into flesh, causing severe blood loss at the wound. The extracted blood trickles gracefully down the length of the blade.",Causes blood loss buildup (55),-,-,Dynast's Finesse,5,8,200,460,121,0,0,0,0,100,47,10,E,35,D,0,-,0,-,50,D,16,19,0,0,17,57.0,40.0,40.0,40.0,40.0,34,17.0,17.0,Yes,No,No,Yes,No,6000000,6,00,0000,39,10200,2200,602,14,1.17,16.38
Godskin Stitcher,Godskin Stitcher,-,Heavy Thrusting Sword,,Standard/Thrust,"Elegant piercing sword with a celadon colored blade wielded by Godskin Nobles. The nobles possess skill with the sword unmatched by any lowborn. Despite its size, successive attacks from this weapon are swifter than the eye can follow.",-,-,-,Impaling Thrust,9,7,500,410,127,0,0,0,0,100,47,42,D,42,D,0,-,0,-,0,-,14,17,0,0,0,55.0,38.0,38.0,38.0,38.0,33,16.0,16.0,Yes,No,No,Yes,Yes,6010000,6,01,0000,39,10201,0,604,14,1.1,15.4
Heavy Godskin Stitcher,Godskin Stitcher,Heavy,Heavy Thrusting Sword,,Standard/Thrust,"Elegant piercing sword with a celadon colored blade wielded by Godskin Nobles. The nobles possess skill with the sword unmatched by any lowborn. Despite its size, successive attacks from this weapon are swifter than the eye can follow.",-,-,-,Impaling Thrust,9,7,500,410,114,0,0,0,0,100,47,86,C,0,-,0,-,0,-,0,-,14,17,0,0,0,55.0,38.0,38.0,38.0,38.0,33,16.0,16.0,Yes,No,No,Yes,Yes,6010100,6,01,0100,39,10201,100,604,14,1.1,15.4
Keen Godskin Stitcher,Godskin Stitcher,Keen,Heavy Thrusting Sword,,Standard/Thrust,"Elegant piercing sword with a celadon colored blade wielded by Godskin Nobles. The nobles possess skill with the sword unmatched by any lowborn. Despite its size, successive attacks from this weapon are swifter than the eye can follow.",-,-,-,Impaling Thrust,9,7,500,410,114,0,0,0,0,100,47,8,E,84,C,0,-,0,-,0,-,14,17,0,0,0,55.0,38.0,38.0,38.0,38.0,33,16.0,16.0,Yes,No,No,Yes,Yes,6010200,6,01,0200,39,10201,200,604,14,1.1,15.4
